,cluster,individual,value
12157,57,130,0
12158,57,131,0
12159,57,132,0
12160,57,133,0
12161,57,134,0
12162,57,135,0
12163,57,136,0
12164,57,137,13
12165,57,138,0
12166,57,139,0
12167,57,140,0
12168,57,141,0
12169,57,142,0
12170,57,143,0
12171,57,144,0
12172,57,145,0
12173,57,146,0
12174,57,147,0
12175,57,148,12
12176,57,149,0
12177,57,150,0
12178,57,151,0
12179,57,152,0
12180,57,153,0
12181,57,154,0
12182,57,155,0
12183,57,156,0
12184,57,157,0
12185,57,158,0
12186,57,159,0
12187,57,160,0
12188,57,161,0
12189,57,162,0
12190,57,163,0
12191,57,164,0
12192,57,165,14
12193,57,166,0
12194,57,167,0
12195,57,168,0
12196,57,169,0
12197,57,170,0
12198,57,171,0
12199,57,172,4
12200,57,173,0
12201,57,174,0
12202,57,175,3
12203,57,176,0
12204,57,177,5
12205,57,178,0
12206,57,179,0
12207,57,180,0
12208,57,181,17
12209,57,182,0
12210,57,183,0
12211,57,184,0
12212,57,185,8
12213,57,186,0
12214,57,187,6
12215,57,188,0
12216,57,189,0
12217,57,190,0
12218,57,191,0
12219,57,192,0
12220,57,193,0
12221,57,194,0
12222,57,195,0
12223,57,196,4
12224,57,197,0
12225,57,198,8
12226,57,199,0
12227,57,200,0
12228,57,201,0
12229,57,202,0
12230,57,203,5
12231,57,204,0
12232,57,205,0
12233,57,206,5
12234,57,207,0
12235,57,208,0
12236,57,209,10
12237,57,210,0
12238,58,0,18
12239,58,1,14
12240,58,2,0
12241,58,3,0
12242,58,4,0
12243,58,5,0
12244,58,6,14
12245,58,7,0
12246,58,8,0
12247,58,9,0
12248,58,10,0
12249,58,11,0
12250,58,12,0
12251,58,13,0
12252,58,14,0
12253,58,15,7
12254,58,16,0
12255,58,17,0
12256,58,18,0
12257,58,19,0
12258,58,20,0
12259,58,21,0
12260,58,22,0
12261,58,23,0
12262,58,24,0
12263,58,25,0
12264,58,26,0
12265,58,27,16
12266,58,28,0
12267,58,29,0
12268,58,30,0
12269,58,31,18
12270,58,32,0
12271,58,33,6
12272,58,34,13
12273,58,35,0
12274,58,36,0
12275,58,37,0
12276,58,38,0
12277,58,39,22
12278,58,40,0
12279,58,41,0
12280,58,42,0
12281,58,43,0
12282,58,44,5
12283,58,45,6
12284,58,46,0
12285,58,47,8
12286,58,48,13
12287,58,49,0
12288,58,50,0
12289,58,51,0
12290,58,52,0
12291,58,53,0
12292,58,54,0
12293,58,55,0
12294,58,56,0
12295,58,57,0
12296,58,58,0
12297,58,59,0
12298,58,60,11
12299,58,61,0
12300,58,62,0
12301,58,63,11
12302,58,64,0
12303,58,65,0
12304,58,66,13
12305,58,67,0
12306,58,68,0
12307,58,69,0
12308,58,70,0
12309,58,71,0
12310,58,72,0
12311,58,73,0
12312,58,74,21
12313,58,75,0
12314,58,76,5
12315,58,77,18
12316,58,78,0
12317,58,79,0
12318,58,80,22
12319,58,81,0
12320,58,82,0
12321,58,83,0
12322,58,84,0
12323,58,85,0
12324,58,86,0
12325,58,87,0
12326,58,88,0
12327,58,89,0
12328,58,90,8
12329,58,91,15
12330,58,92,0
12331,58,93,0
12332,58,94,0
12333,58,95,0
12334,58,96,10
12335,58,97,0
12336,58,98,0
12337,58,99,0
12338,58,100,0
12339,58,101,0
12340,58,102,0
12341,58,103,0
12342,58,104,0
12343,58,105,0
12344,58,106,0
12345,58,107,0
12346,58,108,0
12347,58,109,0
12348,58,110,0
12349,58,111,0
12350,58,112,0
12351,58,113,10
12352,58,114,0
12353,58,115,15
12354,58,116,0
12355,58,117,0
12356,58,118,2
12357,58,119,0
12358,58,120,0
12359,58,121,0
12360,58,122,0
12361,58,123,0
12362,58,124,20
12363,58,125,9
12364,58,126,0
12365,58,127,0
12366,58,128,0
12367,58,129,0
12368,58,130,0
12369,58,131,0
12370,58,132,0
12371,58,133,0
12372,58,134,0
12373,58,135,9
12374,58,136,7
12375,58,137,0
12376,58,138,0
12377,58,139,0
12378,58,140,0
12379,58,141,0
12380,58,142,0
12381,58,143,0
12382,58,144,0
12383,58,145,0
12384,58,146,0
12385,58,147,0
12386,58,148,0
12387,58,149,0
12388,58,150,0
12389,58,151,0
12390,58,152,0
12391,58,153,0
12392,58,154,0
12393,58,155,13
12394,58,156,0
12395,58,157,0
12396,58,158,9
12397,58,159,0
12398,58,160,0
12399,58,161,0
12400,58,162,0
12401,58,163,0
12402,58,164,0
12403,58,165,0
12404,58,166,0
12405,58,167,0
12406,58,168,0
12407,58,169,0
12408,58,170,0
12409,58,171,0
12410,58,172,0
12411,58,173,0
12412,58,174,0
12413,58,175,0
12414,58,176,0
12415,58,177,7
12416,58,178,0
12417,58,179,0
12418,58,180,0
12419,58,181,0
12420,58,182,0
12421,58,183,0
12422,58,184,0
12423,58,185,10
12424,58,186,0
12425,58,187,0
12426,58,188,14
12427,58,189,0
12428,58,190,0
12429,58,191,8
12430,58,192,0
12431,58,193,0
12432,58,194,0
12433,58,195,0
12434,58,196,0
12435,58,197,14
12436,58,198,14
12437,58,199,0
12438,58,200,0
12439,58,201,0
12440,58,202,0
12441,58,203,9
12442,58,204,0
12443,58,205,0
12444,58,206,0
12445,58,207,0
12446,58,208,0
12447,58,209,0
12448,58,210,0
12449,59,0,0
12450,59,1,0
12451,59,2,0
12452,59,3,11
12453,59,4,8
12454,59,5,0
12455,59,6,0
12456,59,7,0
12457,59,8,0
12458,59,9,0
12459,59,10,11
12460,59,11,0
12461,59,12,0
12462,59,13,0
12463,59,14,0
12464,59,15,0
12465,59,16,0
12466,59,17,0
12467,59,18,0
12468,59,19,0
12469,59,20,0
12470,59,21,0
12471,59,22,0
12472,59,23,0
12473,59,24,0
12474,59,25,0
12475,59,26,0
12476,59,27,0
12477,59,28,0
12478,59,29,0
12479,59,30,0
12480,59,31,0
12481,59,32,0
12482,59,33,0
12483,59,34,0
12484,59,35,0
12485,59,36,0
12486,59,37,0
12487,59,38,0
12488,59,39,8
12489,59,40,0
12490,59,41,0
12491,59,42,0
12492,59,43,0
12493,59,44,5
12494,59,45,0
12495,59,46,0
12496,59,47,0
12497,59,48,0
12498,59,49,0
12499,59,50,0
12500,59,51,0
12501,59,52,0
12502,59,53,0
12503,59,54,0
12504,59,55,0
12505,59,56,0
12506,59,57,12
12507,59,58,0
12508,59,59,20
12509,59,60,0
12510,59,61,0
12511,59,62,8
12512,59,63,0
12513,59,64,6
12514,59,65,0
12515,59,66,0
12516,59,67,0
12517,59,68,3
12518,59,69,9
12519,59,70,0
12520,59,71,1
12521,59,72,0
12522,59,73,0
12523,59,74,0
12524,59,75,0
12525,59,76,0
12526,59,77,0
12527,59,78,8
12528,59,79,1
12529,59,80,19
12530,59,81,0
12531,59,82,19
12532,59,83,0
12533,59,84,0
12534,59,85,0
12535,59,86,0
12536,59,87,0
12537,59,88,0
12538,59,89,0
12539,59,90,0
12540,59,91,0
12541,59,92,0
12542,59,93,0
12543,59,94,0
12544,59,95,0
12545,59,96,5
12546,59,97,4
12547,59,98,0
12548,59,99,0
12549,59,100,0
12550,59,101,0
12551,59,102,0
12552,59,103,0
12553,59,104,0
12554,59,105,4
12555,59,106,0
12556,59,107,0
12557,59,108,0
12558,59,109,0
12559,59,110,0
12560,59,111,0
12561,59,112,0
12562,59,113,0
12563,59,114,0
12564,59,115,16
12565,59,116,0
12566,59,117,0
12567,59,118,0
12568,59,119,0
12569,59,120,0
12570,59,121,0
12571,59,122,0
12572,59,123,0
12573,59,124,0
12574,59,125,12
12575,59,126,0
12576,59,127,0
12577,59,128,0
12578,59,129,0
12579,59,130,0
12580,59,131,0
12581,59,132,0
12582,59,133,0
12583,59,134,0
12584,59,135,0
12585,59,136,0
12586,59,137,0
12587,59,138,0
12588,59,139,0
12589,59,140,0
12590,59,141,13
12591,59,142,0
12592,59,143,0
12593,59,144,0
12594,59,145,0
12595,59,146,0
12596,59,147,0
12597,59,148,0
12598,59,149,0
12599,59,150,0
12600,59,151,5
12601,59,152,5
12602,59,153,0
12603,59,154,0
12604,59,155,0
12605,59,156,0
12606,59,157,0
12607,59,158,0
12608,59,159,4
12609,59,160,0
12610,59,161,0
12611,59,162,0
12612,59,163,0
12613,59,164,0
12614,59,165,0
12615,59,166,0
12616,59,167,0
12617,59,168,0
12618,59,169,0
12619,59,170,8
12620,59,171,0
12621,59,172,0
12622,59,173,0
12623,59,174,0
12624,59,175,0
12625,59,176,9
12626,59,177,0
12627,59,178,0
12628,59,179,0
12629,59,180,0
12630,59,181,0
12631,59,182,1
12632,59,183,0
12633,59,184,1
12634,59,185,17
12635,59,186,12
12636,59,187,0
12637,59,188,14
12638,59,189,5
12639,59,190,0
12640,59,191,0
12641,59,192,0
12642,59,193,0
12643,59,194,0
12644,59,195,0
12645,59,196,0
12646,59,197,0
12647,59,198,0
12648,59,199,0
12649,59,200,0
12650,59,201,0
12651,59,202,0
12652,59,203,0
12653,59,204,0
12654,59,205,0
12655,59,206,0
12656,59,207,0
12657,59,208,0
12658,59,209,0
12659,59,210,0
12660,60,0,0
12661,60,1,0
12662,60,2,0
12663,60,3,0
12664,60,4,0
12665,60,5,0
12666,60,6,0
12667,60,7,0
12668,60,8,0
12669,60,9,0
12670,60,10,0
12671,60,11,8
12672,60,12,0
12673,60,13,0
12674,60,14,0
12675,60,15,0
12676,60,16,0
12677,60,17,0
12678,60,18,0
12679,60,19,0
12680,60,20,0
12681,60,21,0
12682,60,22,18
12683,60,23,0
12684,60,24,0
12685,60,25,0
12686,60,26,11
12687,60,27,0
12688,60,28,0
12689,60,29,0
12690,60,30,0
12691,60,31,0
12692,60,32,0
12693,60,33,0
12694,60,34,0
12695,60,35,0
12696,60,36,0
12697,60,37,0
12698,60,38,0
12699,60,39,0
12700,60,40,0
12701,60,41,6
12702,60,42,15
12703,60,43,0
12704,60,44,0
12705,60,45,0
12706,60,46,0
12707,60,47,0
12708,60,48,0
12709,60,49,0
12710,60,50,0
12711,60,51,0
12712,60,52,0
12713,60,53,0
12714,60,54,0
12715,60,55,0
12716,60,56,0
12717,60,57,0
12718,60,58,0
12719,60,59,16
12720,60,60,27
12721,60,61,0
12722,60,62,0
12723,60,63,0
12724,60,64,8
12725,60,65,0
12726,60,66,0
12727,60,67,0
12728,60,68,0
12729,60,69,0
12730,60,70,0
12731,60,71,0
12732,60,72,0
12733,60,73,1
12734,60,74,18
12735,60,75,11
12736,60,76,0
12737,60,77,0
12738,60,78,0
12739,60,79,0
12740,60,80,0
12741,60,81,0
12742,60,82,0
12743,60,83,0
12744,60,84,0
12745,60,85,0
12746,60,86,19
12747,60,87,12
12748,60,88,0
12749,60,89,0
12750,60,90,0
12751,60,91,0
12752,60,92,0
12753,60,93,0
12754,60,94,0
12755,60,95,0
12756,60,96,0
12757,60,97,15
12758,60,98,5
12759,60,99,8
12760,60,100,0
12761,60,101,0
12762,60,102,0
12763,60,103,8
12764,60,104,0
12765,60,105,0
12766,60,106,0
12767,60,107,0
12768,60,108,0
12769,60,109,0
12770,60,110,0
12771,60,111,18
12772,60,112,0
12773,60,113,0
12774,60,114,0
12775,60,115,0
12776,60,116,0
12777,60,117,13
12778,60,118,10
12779,60,119,0
12780,60,120,3
12781,60,121,0
12782,60,122,0
12783,60,123,0
12784,60,124,0
12785,60,125,7
12786,60,126,0
12787,60,127,5
12788,60,128,0
12789,60,129,0
12790,60,130,0
12791,60,131,0
12792,60,132,0
12793,60,133,0
12794,60,134,0
12795,60,135,0
12796,60,136,0
12797,60,137,0
12798,60,138,0
12799,60,139,0
12800,60,140,0
12801,60,141,0
12802,60,142,0
12803,60,143,0
12804,60,144,0
12805,60,145,0
12806,60,146,0
12807,60,147,0
12808,60,148,0
12809,60,149,18
12810,60,150,0
12811,60,151,0
12812,60,152,0
12813,60,153,0
12814,60,154,3
12815,60,155,0
12816,60,156,2
12817,60,157,5
12818,60,158,0
12819,60,159,0
12820,60,160,0
12821,60,161,6
12822,60,162,0
12823,60,163,0
12824,60,164,10
12825,60,165,0
12826,60,166,4
12827,60,167,15
12828,60,168,7
12829,60,169,0
12830,60,170,0
12831,60,171,11
12832,60,172,0
12833,60,173,0
12834,60,174,0
12835,60,175,0
12836,60,176,10
12837,60,177,0
12838,60,178,0
12839,60,179,0
12840,60,180,0
12841,60,181,0
12842,60,182,0
12843,60,183,0
12844,60,184,0
12845,60,185,19
12846,60,186,0
12847,60,187,10
12848,60,188,0
12849,60,189,0
12850,60,190,10
12851,60,191,0
12852,60,192,0
12853,60,193,17
12854,60,194,0
12855,60,195,0
12856,60,196,0
12857,60,197,0
12858,60,198,0
12859,60,199,0
12860,60,200,0
12861,60,201,0
12862,60,202,0
12863,60,203,0
12864,60,204,0
12865,60,205,5
12866,60,206,0
12867,60,207,0
12868,60,208,0
12869,60,209,0
12870,60,210,17
12871,61,0,14
12872,61,1,9
12873,61,2,0
12874,61,3,0
12875,61,4,0
12876,61,5,0
12877,61,6,0
12878,61,7,0
12879,61,8,0
12880,61,9,0
12881,61,10,0
12882,61,11,0
12883,61,12,0
12884,61,13,0
12885,61,14,0
12886,61,15,0
12887,61,16,0
12888,61,17,0
12889,61,18,10
12890,61,19,0
12891,61,20,0
12892,61,21,0
12893,61,22,0
12894,61,23,0
12895,61,24,0
12896,61,25,0
12897,61,26,7
12898,61,27,18
12899,61,28,0
12900,61,29,0
12901,61,30,0
12902,61,31,13
12903,61,32,15
12904,61,33,0
12905,61,34,0
12906,61,35,0
12907,61,36,0
12908,61,37,0
12909,61,38,0
12910,61,39,0
12911,61,40,0
12912,61,41,0
12913,61,42,0
12914,61,43,0
12915,61,44,0
12916,61,45,0
12917,61,46,1
12918,61,47,0
12919,61,48,0
12920,61,49,0
12921,61,50,15
12922,61,51,0
12923,61,52,0
12924,61,53,0
12925,61,54,0
12926,61,55,0
12927,61,56,0
12928,61,57,0
12929,61,58,0
12930,61,59,0
12931,61,60,0
12932,61,61,0
12933,61,62,0
12934,61,63,0
12935,61,64,0
12936,61,65,0
12937,61,66,0
12938,61,67,0
12939,61,68,12
12940,61,69,0
12941,61,70,0
12942,61,71,0
12943,61,72,0
12944,61,73,0
12945,61,74,0
12946,61,75,0
12947,61,76,0
12948,61,77,0
12949,61,78,12
12950,61,79,16
12951,61,80,0
12952,61,81,0
12953,61,82,0
12954,61,83,0
12955,61,84,0
12956,61,85,0
12957,61,86,0
12958,61,87,0
12959,61,88,0
12960,61,89,0
12961,61,90,0
12962,61,91,0
12963,61,92,0
12964,61,93,0
12965,61,94,0
12966,61,95,4
12967,61,96,0
12968,61,97,0
12969,61,98,0
12970,61,99,0
12971,61,100,0
12972,61,101,6
12973,61,102,0
12974,61,103,0
12975,61,104,0
12976,61,105,0
12977,61,106,0
12978,61,107,0
12979,61,108,0
12980,61,109,4
12981,61,110,0
12982,61,111,15
12983,61,112,0
12984,61,113,0
12985,61,114,0
12986,61,115,0
12987,61,116,0
12988,61,117,0
12989,61,118,5
12990,61,119,0
12991,61,120,22
12992,61,121,0
12993,61,122,0
12994,61,123,0
12995,61,124,20
12996,61,125,0
12997,61,126,0
12998,61,127,0
12999,61,128,11
13000,61,129,0
13001,61,130,0
13002,61,131,14
13003,61,132,0
13004,61,133,0
13005,61,134,0
13006,61,135,0
13007,61,136,0
13008,61,137,0
13009,61,138,0
13010,61,139,0
13011,61,140,0
13012,61,141,0
13013,61,142,0
13014,61,143,0
13015,61,144,0
13016,61,145,0
13017,61,146,12
13018,61,147,0
13019,61,148,0
13020,61,149,0
13021,61,150,0
13022,61,151,12
13023,61,152,0
13024,61,153,0
13025,61,154,0
13026,61,155,0
13027,61,156,11
13028,61,157,15
13029,61,158,10
13030,61,159,0
13031,61,160,14
13032,61,161,0
13033,61,162,0
13034,61,163,0
13035,61,164,0
13036,61,165,0
13037,61,166,0
13038,61,167,0
13039,61,168,12
13040,61,169,0
13041,61,170,22
13042,61,171,20
13043,61,172,10
13044,61,173,0
13045,61,174,0
13046,61,175,0
13047,61,176,0
13048,61,177,0
13049,61,178,0
13050,61,179,0
13051,61,180,0
13052,61,181,0
13053,61,182,19
13054,61,183,0
13055,61,184,0
13056,61,185,0
13057,61,186,0
13058,61,187,0
13059,61,188,0
13060,61,189,0
13061,61,190,0
13062,61,191,0
13063,61,192,0
13064,61,193,0
13065,61,194,0
13066,61,195,0
13067,61,196,0
13068,61,197,15
13069,61,198,0
13070,61,199,0
13071,61,200,6
13072,61,201,0
13073,61,202,0
13074,61,203,0
13075,61,204,0
13076,61,205,0
13077,61,206,12
13078,61,207,0
13079,61,208,0
13080,61,209,0
13081,61,210,5
13082,62,0,6
13083,62,1,0
13084,62,2,0
13085,62,3,0
13086,62,4,19
13087,62,5,0
13088,62,6,0
13089,62,7,0
13090,62,8,0
13091,62,9,4
13092,62,10,25
13093,62,11,12
13094,62,12,0
13095,62,13,0
13096,62,14,0
13097,62,15,0
13098,62,16,0
13099,62,17,0
13100,62,18,0
13101,62,19,0
13102,62,20,0
13103,62,21,0
13104,62,22,0
13105,62,23,4
13106,62,24,0
13107,62,25,0
13108,62,26,0
13109,62,27,0
13110,62,28,7
13111,62,29,0
13112,62,30,0
13113,62,31,0
13114,62,32,0
13115,62,33,7
13116,62,34,0
13117,62,35,0
13118,62,36,7
13119,62,37,0
13120,62,38,0
13121,62,39,0
13122,62,40,21
13123,62,41,0
13124,62,42,0
13125,62,43,0
13126,62,44,13
13127,62,45,0
13128,62,46,0
13129,62,47,15
13130,62,48,10
13131,62,49,0
13132,62,50,0
13133,62,51,0
13134,62,52,0
13135,62,53,0
13136,62,54,0
13137,62,55,0
13138,62,56,5
13139,62,57,0
13140,62,58,0
13141,62,59,0
13142,62,60,0
13143,62,61,0
13144,62,62,0
13145,62,63,0
13146,62,64,0
13147,62,65,0
13148,62,66,0
13149,62,67,0
13150,62,68,0
13151,62,69,0
13152,62,70,0
13153,62,71,0
13154,62,72,0
13155,62,73,0
13156,62,74,0
13157,62,75,0
13158,62,76,0
13159,62,77,0
13160,62,78,0
13161,62,79,0
13162,62,80,0
13163,62,81,0
13164,62,82,0
13165,62,83,0
13166,62,84,0
13167,62,85,0
13168,62,86,0
13169,62,87,7
13170,62,88,0
13171,62,89,0
13172,62,90,0
13173,62,91,0
13174,62,92,0
13175,62,93,0
13176,62,94,0
13177,62,95,12
13178,62,96,0
13179,62,97,0
13180,62,98,10
13181,62,99,0
13182,62,100,19
13183,62,101,0
13184,62,102,0
13185,62,103,0
13186,62,104,0
13187,62,105,0
13188,62,106,4
13189,62,107,0
13190,62,108,0
13191,62,109,0
13192,62,110,0
13193,62,111,0
13194,62,112,0
13195,62,113,15
13196,62,114,0
13197,62,115,0
13198,62,116,0
13199,62,117,0
13200,62,118,15
13201,62,119,20
13202,62,120,0
13203,62,121,0
13204,62,122,9
13205,62,123,0
13206,62,124,0
13207,62,125,0
13208,62,126,0
13209,62,127,0
13210,62,128,19
13211,62,129,0
13212,62,130,0
13213,62,131,0
13214,62,132,0
13215,62,133,0
13216,62,134,0
13217,62,135,0
13218,62,136,0
13219,62,137,0
13220,62,138,0
13221,62,139,0
13222,62,140,0
13223,62,141,0
13224,62,142,2
13225,62,143,0
13226,62,144,0
13227,62,145,8
13228,62,146,0
13229,62,147,10
13230,62,148,0
13231,62,149,0
13232,62,150,0
13233,62,151,0
13234,62,152,0
13235,62,153,0
13236,62,154,0
13237,62,155,0
13238,62,156,0
13239,62,157,0
13240,62,158,0
13241,62,159,18
13242,62,160,8
13243,62,161,0
13244,62,162,0
13245,62,163,0
13246,62,164,0
13247,62,165,0
13248,62,166,0
13249,62,167,0
13250,62,168,0
13251,62,169,0
13252,62,170,7
13253,62,171,23
13254,62,172,0
13255,62,173,0
13256,62,174,0
13257,62,175,0
13258,62,176,0
13259,62,177,0
13260,62,178,0
13261,62,179,0
13262,62,180,0
13263,62,181,0
13264,62,182,0
13265,62,183,0
13266,62,184,7
13267,62,185,8
13268,62,186,0
13269,62,187,0
13270,62,188,15
13271,62,189,0
13272,62,190,0
13273,62,191,7
13274,62,192,4
13275,62,193,0
13276,62,194,0
13277,62,195,0
13278,62,196,0
13279,62,197,0
13280,62,198,0
13281,62,199,9
13282,62,200,0
13283,62,201,0
13284,62,202,0
13285,62,203,0
13286,62,204,0
13287,62,205,0
13288,62,206,0
13289,62,207,0
13290,62,208,5
13291,62,209,0
13292,62,210,8
13293,63,0,0
13294,63,1,0
13295,63,2,0
13296,63,3,0
13297,63,4,15
13298,63,5,12
13299,63,6,0
13300,63,7,0
13301,63,8,0
13302,63,9,0
13303,63,10,0
13304,63,11,0
13305,63,12,0
13306,63,13,9
13307,63,14,0
13308,63,15,0
13309,63,16,8
13310,63,17,0
13311,63,18,16
13312,63,19,0
13313,63,20,0
13314,63,21,0
13315,63,22,0
13316,63,23,0
13317,63,24,0
13318,63,25,0
13319,63,26,0
13320,63,27,0
13321,63,28,0
13322,63,29,0
13323,63,30,0
13324,63,31,0
13325,63,32,0
13326,63,33,0
13327,63,34,0
13328,63,35,0
13329,63,36,0
13330,63,37,0
13331,63,38,0
13332,63,39,0
13333,63,40,0
13334,63,41,0
13335,63,42,0
13336,63,43,7
13337,63,44,0
13338,63,45,0
13339,63,46,0
13340,63,47,0
13341,63,48,0
13342,63,49,0
13343,63,50,0
13344,63,51,0
13345,63,52,0
13346,63,53,0
13347,63,54,0
13348,63,55,11
13349,63,56,0
13350,63,57,6
13351,63,58,0
13352,63,59,0
13353,63,60,0
13354,63,61,11
13355,63,62,0
13356,63,63,0
13357,63,64,0
13358,63,65,0
13359,63,66,0
13360,63,67,0
13361,63,68,0
13362,63,69,0
13363,63,70,0
13364,63,71,0
13365,63,72,0
13366,63,73,0
13367,63,74,0
13368,63,75,0
13369,63,76,0
13370,63,77,0
13371,63,78,0
13372,63,79,0
13373,63,80,0
13374,63,81,10
13375,63,82,0
13376,63,83,0
13377,63,84,0
13378,63,85,0
13379,63,86,0
13380,63,87,12
13381,63,88,37
13382,63,89,0
13383,63,90,0
13384,63,91,0
13385,63,92,5
13386,63,93,10
13387,63,94,0
13388,63,95,0
13389,63,96,15
13390,63,97,8
13391,63,98,0
13392,63,99,0
13393,63,100,0
13394,63,101,0
13395,63,102,0
13396,63,103,0
13397,63,104,0
13398,63,105,0
13399,63,106,0
13400,63,107,0
13401,63,108,0
13402,63,109,17
13403,63,110,18
13404,63,111,0
13405,63,112,0
13406,63,113,0
13407,63,114,0
13408,63,115,0
13409,63,116,0
13410,63,117,0
13411,63,118,0
13412,63,119,0
13413,63,120,0
13414,63,121,0
13415,63,122,6
13416,63,123,0
13417,63,124,9
13418,63,125,0
13419,63,126,0
13420,63,127,0
13421,63,128,0
13422,63,129,0
13423,63,130,15
13424,63,131,0
13425,63,132,0
13426,63,133,9
13427,63,134,0
13428,63,135,8
13429,63,136,0
13430,63,137,0
13431,63,138,0
13432,63,139,0
13433,63,140,0
13434,63,141,4
13435,63,142,0
13436,63,143,0
13437,63,144,0
13438,63,145,0
13439,63,146,0
13440,63,147,0
13441,63,148,0
13442,63,149,0
13443,63,150,0
13444,63,151,0
13445,63,152,12
13446,63,153,0
13447,63,154,5
13448,63,155,0
13449,63,156,0
13450,63,157,0
13451,63,158,0
13452,63,159,0
13453,63,160,0
13454,63,161,10
13455,63,162,0
13456,63,163,0
13457,63,164,0
13458,63,165,0
13459,63,166,0
13460,63,167,0
13461,63,168,0
13462,63,169,7
13463,63,170,0
13464,63,171,0
13465,63,172,0
13466,63,173,0
13467,63,174,4
13468,63,175,0
13469,63,176,0
13470,63,177,0
13471,63,178,2
13472,63,179,0
13473,63,180,11
13474,63,181,11
13475,63,182,0
13476,63,183,0
13477,63,184,0
13478,63,185,0
13479,63,186,0
13480,63,187,0
13481,63,188,0
13482,63,189,0
13483,63,190,0
13484,63,191,11
13485,63,192,0
13486,63,193,0
13487,63,194,0
13488,63,195,0
13489,63,196,10
13490,63,197,0
13491,63,198,0
13492,63,199,4
13493,63,200,0
13494,63,201,0
13495,63,202,0
13496,63,203,0
13497,63,204,3
13498,63,205,0
13499,63,206,0
13500,63,207,0
13501,63,208,0
13502,63,209,0
13503,63,210,9
13504,64,0,0
13505,64,1,0
13506,64,2,0
13507,64,3,0
13508,64,4,0
13509,64,5,0
13510,64,6,6
13511,64,7,8
13512,64,8,0
13513,64,9,0
13514,64,10,0
13515,64,11,0
13516,64,12,18
13517,64,13,0
13518,64,14,0
13519,64,15,0
13520,64,16,15
13521,64,17,0
13522,64,18,0
13523,64,19,0
13524,64,20,8
13525,64,21,22
13526,64,22,0
13527,64,23,0
13528,64,24,0
13529,64,25,9
13530,64,26,0
13531,64,27,0
13532,64,28,0
13533,64,29,0
13534,64,30,0
13535,64,31,5
13536,64,32,0
13537,64,33,3
13538,64,34,0
13539,64,35,0
13540,64,36,0
13541,64,37,0
13542,64,38,0
13543,64,39,0
13544,64,40,0
13545,64,41,18
13546,64,42,0
13547,64,43,0
13548,64,44,0
13549,64,45,0
13550,64,46,0
13551,64,47,0
13552,64,48,0
13553,64,49,0
13554,64,50,0
13555,64,51,0
13556,64,52,0
13557,64,53,0
13558,64,54,0
13559,64,55,0
13560,64,56,13
13561,64,57,0
13562,64,58,0
13563,64,59,0
13564,64,60,0
13565,64,61,0
13566,64,62,0
13567,64,63,0
13568,64,64,0
13569,64,65,6
13570,64,66,0
13571,64,67,0
13572,64,68,14
13573,64,69,0
13574,64,70,0
13575,64,71,12
13576,64,72,0
13577,64,73,0
13578,64,74,13
13579,64,75,0
13580,64,76,0
13581,64,77,0
13582,64,78,0
13583,64,79,0
13584,64,80,0
13585,64,81,0
13586,64,82,0
13587,64,83,0
13588,64,84,0
13589,64,85,15
13590,64,86,12
13591,64,87,21
13592,64,88,9
13593,64,89,0
13594,64,90,1
13595,64,91,0
13596,64,92,0
13597,64,93,0
13598,64,94,0
13599,64,95,0
13600,64,96,0
13601,64,97,0
13602,64,98,0
13603,64,99,12
13604,64,100,9
13605,64,101,0
13606,64,102,0
13607,64,103,0
13608,64,104,3
13609,64,105,0
13610,64,106,0
13611,64,107,0
13612,64,108,8
13613,64,109,0
13614,64,110,0
13615,64,111,0
13616,64,112,1
13617,64,113,0
13618,64,114,0
13619,64,115,0
13620,64,116,0
13621,64,117,0
13622,64,118,0
13623,64,119,0
13624,64,120,0
13625,64,121,0
13626,64,122,0
13627,64,123,7
13628,64,124,0
13629,64,125,0
13630,64,126,0
13631,64,127,0
13632,64,128,0
13633,64,129,0
13634,64,130,0
13635,64,131,0
13636,64,132,0
13637,64,133,0
13638,64,134,0
13639,64,135,0
13640,64,136,0
13641,64,137,0
13642,64,138,0
13643,64,139,0
13644,64,140,0
13645,64,141,0
13646,64,142,13
13647,64,143,0
13648,64,144,0
13649,64,145,0
13650,64,146,10
13651,64,147,0
13652,64,148,0
13653,64,149,0
13654,64,150,0
13655,64,151,0
13656,64,152,0
13657,64,153,0
13658,64,154,0
13659,64,155,0
13660,64,156,0
13661,64,157,0
13662,64,158,0
13663,64,159,9
13664,64,160,0
13665,64,161,0
13666,64,162,0
13667,64,163,0
13668,64,164,19
13669,64,165,19
13670,64,166,2
13671,64,167,14
13672,64,168,0
13673,64,169,0
13674,64,170,0
13675,64,171,0
13676,64,172,0
13677,64,173,0
13678,64,174,0
13679,64,175,0
13680,64,176,0
13681,64,177,0
13682,64,178,0
13683,64,179,0
13684,64,180,0
13685,64,181,0
13686,64,182,0
13687,64,183,0
13688,64,184,0
13689,64,185,0
13690,64,186,0
13691,64,187,0
13692,64,188,0
13693,64,189,0
13694,64,190,4
13695,64,191,0
13696,64,192,0
13697,64,193,0
13698,64,194,0
13699,64,195,0
13700,64,196,2
13701,64,197,0
13702,64,198,0
13703,64,199,0
13704,64,200,0
13705,64,201,0
13706,64,202,0
13707,64,203,0
13708,64,204,0
13709,64,205,0
13710,64,206,0
